Original_Review,Aspects,Sentiments,Empty,label
빵 너무 맛있어요 커피맛집,커피_음료/베이커리_빵,긍정/긍정,,110000000000
처음와서 나름 창가자리에 앉게되었어요 분위기좋고 맛도 기대되요,공간_편의시설/분위기_감성,긍정/긍정,,000000110000
친절하게 알려주셔서 어렵지 않고 재밌게 체험했습니다 맛도 맛있어요,서비스,긍정,,000000001000
하몽멜론빙수 특이하고 맛잇어용,빙수_과일,긍정,,000010000000
너무 친절하고 맛도있어서 또 가고 싶은 카페 쑥티라미슈 맛있었고 차도 블렌딩해서 음료같은류도 있어서 좋았어요 웨이팅했지만 있는동안 친절하고 편하게 있었네요!,커피_음료/케이크/서비스/혼잡도_웨이팅,긍정/긍정/긍정/중립,,101000001003
"포레스트 성수 빙수 퀄리티 진짜 최고예요! 밀크티넛 빙수를 먹었는데, 밀크티 향이 제대로 느껴지고 견과류 식감도 좋았어요. 다음엔 다른 빙수들도 먹어봐야겠어요.",빙수_과일,긍정,,000010000000
매장은 크지 않은데 커피랑 케익은 맛있어요,커피_음료/케이크/공간_편의시설,긍정/긍정/부정,,101000200000
"자연채광 잘되는 푸릇푸릇한 인테리어도 좋고, 맛나게생긴 빵도 선택장애 오게 많고, 후추커피같이 특색있는 메뉴도 좋았어요!",커피_음료/베이커리_빵/분위기_감성,긍정/긍정/긍정,,110000010000
민트초코 최고... 맛은 민트인데...당연히 맛있고 양도 많습니다!! 카페 공간도 여유있는 편이라서 좋아요 민초가세상을지배한다 민초가세상을지배한다 민초가세상을지배한다 민초가세상을지배한다 민초가세상을지배한다,커피_음료/공간_편의시설,긍정/긍정,,100000100000
노래가 좋고 아늑하니 기분 좋아지는 곳이네요,분위기_감성,긍정,,000000010000
혼자서 간단하게 먹기 너무 좋네요! 맛도 고소하니 계속 손이가는 맛 집이 근처라 자주 올거같아요,없음,없음,,000000000000
브런치 맛집 찾다가 독특한 디저트가 있길래 와봤는데 너무너무 입구부터 버터향 너무 좋아욜 먹어보니 맛있네용 담에 또올게요!,베이커리_빵/분위기_감성,긍정/긍정,,010000010000
단호박 스프랑 라자냐 시켜 먹었어용 넘 맛잇어요 추가루 빵두 시켜서 같이 먹었는데 very good.,베이커리_빵,긍정,,010000000000
수다 잘 떨고 나왔어요.,없음,없음,,000000000000
매장도 넓고 깨끗하고 엄정 친절해요 또오고 싶은 메가네요,공간_편의시설/서비스,긍정/긍정,,000000101000
친구 생일에 기념일 케이크로 복숭아케이크 주문했는데 대박,케이크,긍정,,001000000000
시그니처인 브루크 음료도 맛있고 티라미수가 촉촉하고 생각보다 안달아서 너무 맛있어요!! 인테리어도 빈티지엔티크한 감성인데 분위기 완전 좋았어요 다음에 성수 놀러오면 또 방문예정!,커피_음료/케이크/분위기_감성,긍정/긍정/긍정,,101000010000
귀여운 케이크 찾아서 왔는데 분위기 넘 좋네요!,케이크/분위기_감성,긍정/긍정,,001000010000
베이글이 쪼득하고 맛있어요 자주 오네요 오래오래 팔아줘요,베이커리_빵,긍정,,010000000000
에그타르트 맛집이라 일부러 찾아왔습니다. 매장도 널찍하고 디저트 종류도 많아요. 특히 에그타르트가 너무 너무 맛있습니다.,쿠키_구움과자/공간_편의시설,긍정/긍정,,000100100000
더블 치즈와 버터 소금 베이글을 골랐는데 너무 맛있었구요 다른 베이글들이 더 궁금해지는 맛이었어요! 시그니처 라떼는 제가 얼죽아라 못먹어봤는데 담에 또 방문해서 먹어볼 생각입니다,커피_음료/베이커리_빵,중립/긍정,,310000000000
무인카페의 신개념 로봇팔이 바리스타가 되어서 커피를 내려주는것도 재밌고 오픈된 좌석에 커피한잔 하기 괜찮은 공간 그리고 빵집오빠 천원빵도 있어서 간식으로 맛보기 조으네요,커피_음료/베이커리_빵/공간_편의시설/분위기_감성,긍정/긍정/긍정/긍정,,110000110000
딸기밤 너무 상큼하구 맛있네요오 입에서 사르르..! 라떼도 너무 부드럽고 맛있어요 직원분도 너무 친절하세요,커피_음료/케이크/서비스,긍정/긍정/긍정,,101000001000
디저트 맛집이라해서 들러봤습니다! 노리던 피스타치오는 없어서 슬펐지만 노들턴 누아도 엄청 맛있었어요 부드럽고 뭔가 씹히는게 맛있었어요 다른 케익도 먹고싶다,케이크,긍정,,001000000000
단일 상품만 파는 곳. 그만큼 맛은 인정합니다. 짭쪼름한 맛과 고소한 빵맛이 너무 조화롭습니다 굿굿,베이커리_빵,긍정,,010000000000
친구들이랑 처음 방문했는데 카페 분위기도 너무 좋고 조용해서 더더 좋았어요!! 음료 메뉴도 특색있고 복숭아코코슈 진짜 너무 맛있어요 사장님께서 메뉴설명도 친절하게 잘해주셔서 아아밖에모르는 친구들이랑 다양하게 음료 하나씩 시켜서 나눠먹었습니다 다음에 또 방문할게요!!,커피_음료/기타_디저트/분위기_감성/서비스/혼잡도_웨이팅,긍정/긍정/긍정/긍정/긍정,,100001011001
빵도 맛있고 매장도 깔끔해서 좋아요,베이커리_빵/공간_편의시설,긍정/긍정,,010000100000
오전에 방문해서 빵먹었는데 맛있네요,베이커리_빵,긍정,,010000000000
오몽티랑 밀크티 마셨는데 둘다 맛있었어요 매장이 엄청넓고 층고가 높아서 쾌적해요,커피_음료/공간_편의시설,긍정/긍정,,100000100000
전에 성수와서 아인슈페너 먹었다가 반해서 또 방문했어요! 여전히 맛있네요 매장도 크고 복잡하지 않아서 편하게 대화하기 좋습니다!,커피_음료/공간_편의시설/혼잡도_웨이팅,긍정/긍정/긍정,,100000100001
토스트 종류 많아요! 리치베리 프렌치 토스트 먹었는데 달콤한 머랭이랑 리치베리 상큼새콤한 맛이랑 너무 잘 어울려서 먹는 내내 행벅했어요,베이커리_빵,긍정,,010000000000
처음 와봤는데 종류도 엄청 많고 맛있어요 쾌적하구 너무 좋아요!!!!!,공간_편의시설,긍정,,000000100000
피곶치는 꼭시키세용 은근커피랑도 잘어울리고 맛있어용 커피는 괜찮은편 웨이팅있었고 대기장소는 따로없어서 성수한바퀴돌다 들어갔어용 계산하시는분이 딱히 친절하진않았던,커피_음료/기타_디저트/서비스/혼잡도_웨이팅,긍정/긍정/부정/부정,,100001002002
"친구랑 오랜만에 만나서 방문했는데, 감성적인 인테리어에 커피까지 맛있어서 정말 기분 좋은 시간이었어요. 대화도 잘 되고 여유롭게 즐기다 갑니다!!",커피_음료/분위기_감성/혼잡도_웨이팅,긍정/긍정/긍정,,100000010001
핫플답게 사람터져요,혼잡도_웨이팅,부정,,000000000002
가성비가 조아서 출근길에 한 잔 주문합니다,가격_가성비,긍정,,000000000100
"너무 친절하시고, 커피맛도 좋구 특히 아이스크림 최고",커피_음료/기타_디저트/서비스,긍정/긍정/긍정,,100001001000
크림과 빵이 너무 맛있어요! 많이 달지 않아서 술술 넘어가고 딸기도 가득해서 너무 잘 먹었습니다.,베이커리_빵/빙수_과일,긍정/긍정,,010010000000
"오랜만에 성수에 와서 머물 카페를 찾다가 디저트에 이끌려 방문하게 되었습니다. 바나나 브륄레 콜드미수9,000 티라미수가 원래 이런 음식이었구나 생각이 들 정도로 티라미수의 정석 그 이상이었어요. 바나나 겉표면에 설탕을 뿌리고 태우셨는지는 모르지만 식감이 좋았고, 커피 베이스의 크림에 마스카포네 크림치즈의 조화가 제 취향이었습니다. 샷말차라떼6,500 워낙 말차와 에스프레소가 섞인 음료를 좋아해 찾아 먹는데, 에이투비에도 샷말차라떼가 있어 좋았습니다. 라떼아트도 정말 예쁘게 잘 만들어주셔서 제대로 된 커피를 먹는 기분이었어요. 오픈키친 형식으로 되어 있어 정리하고 설거지하는 소리가 잘 들리더라구요. 조용히 머물기에는 힘들겠지만 생동감 있는 카페 분위기라 좋았습니다. 또 방문하고 싶습니다.",커피_음료/케이크/공간_편의시설/분위기_감성,긍정/긍정/부정/긍정,,101000210000
너무 맛있어요!! 또올게요,없음,없음,,000000000000
민트를 좋아하는 편이라 우연히 발견하고 바로 들어갔습니다! 맛있고 깔끔하고 다양하고 좋았어요!,없음,없음,,000000000000
회사 근처인데 힙한곳이 생겨서 가봤어요!! 음료가 다 특색있고 맛있네요!!,커피_음료/분위기_감성,긍정/긍정,,100000010000
딸기케잌 맛있고 무엇보다 뱅쇼가 완전 맛있어요.......,커피_음료/케이크,긍정/긍정,,101000000000
우연히 만난 기분 좋은 카페에요. 분위기가 조용하고 너무 예뽀요. 브리오슈도 너무 맛있어요. 복잡한 곳이 아니라 오히려 좋아 차분히 쉬고 가기 너무 좋습니다,베이커리_빵/분위기_감성/혼잡도_웨이팅,긍정/긍정/긍정,,010000010001
생딸기마들렌이랑 고메버터 바게트 먹었는데 넘 맛있어요,베이커리_빵/쿠키_구움과자,긍정/긍정,,010100000000
젠젠 수플레 맛집!,케이크,긍정,,001000000000
호비팝업 갔다가 근처 카페에 간건데 커피도 맛나고 치즈도 맛있고 인테리어도 좋더라구요,커피_음료/기타_디저트/분위기_감성,긍정/긍정/긍정,,100001010000
피넛버터 사러왔다가 커피랑 토스트도 먹었는뎅 너무 맛있어용,커피_음료/베이커리_빵/기타_디저트,긍정/긍정/긍정,,110001000000
분위기 좋고 음식도 너무 맛나요 데이트 하시기도 좋아용,분위기_감성,긍정,,000000010000
매장이 작아 한번에 네명만 들어갈 수 있고 테이크아웃만 가능요.,공간_편의시설/선물_포장,부정/중립,,000000200030
우연한 방문한 곳인데 분위기 좋은 곳을 찾아내서 좋아요 음료랑 메뉴도 정말 다양하고 맛도 좋아용 이색데이트로 추천추천!!,커피_음료/분위기_감성,긍정/긍정,,100000010000
분위기가 너무 좋고 팝업 기다릴때 와서 있기 너무좋아요,분위기_감성,긍정,,000000010000
케잌이 맛있고딸기도 많이 뜸뿍들었어요! 음료도 맛있어용!,커피_음료/케이크,긍정/긍정,,101000000000
항상 자주오는 곳입니다! 모리라떼도 맛있고 커피도 잘먹고있습니다,커피_음료,긍정,,100000000000
실내 분위기는 힙해요. 그러나 디저트맛은 깊어요. 대만족입니다 다음에 또 오고싶어요!!!,분위기_감성,긍정,,000000010000
성수 밀도 너무 맛있어요!!! 근데 제일 애정하는 큐브초코 이제 안 판다고해서 너무 슬프네요 사장님 큐브초코 엄청 맛있어요 지인들 선물로도 인기 만점이었는데 꼭 다시 팔아주세요,베이커리_빵/선물_포장,긍정/긍정,,010000000010
개인적으로 두 번은 갈 것 같지 않습니다 더 좋은 카페 많아요,없음,없음,,000000000000
맛있어요 근데 비싸요,가격_가성비,부정,,000000000200
너무맛있어요!!!굿,없음,없음,,000000000000
뚝섬역 인근 스벅이라 사람이 항상 사람이 많아요,혼잡도_웨이팅,부정,,000000000002
앙버터 맛집으로 추천받아서 들렀는데 동네빵집으로 너무 유명한곳이더라구요!! 빵들이 가성비좋고 다 맛있어보여서 자제하는데 힘들엇어요.. 또 다시방문할게요!,베이커리_빵/가격_가성비,긍정/긍정,,010000000100
직원분들이 바쁜데도 친절하고 커피가 맛있어요. 아인슈페너 진짜 맛있었습니다. 클래식 쇼콜라도 너무 달지않고 맛있어서 아이들이 좋아했어요,커피_음료/케이크/서비스,긍정/긍정/긍정,,101000001000
굿즈 종류가 다양하네요,선물_포장,긍정,,000000000010
"경장히 힙한 카페. 상당히 감각적임 에이드는 매실청맛 커피구수, 케이크 맛남",커피_음료/케이크/분위기_감성,긍정/긍정/긍정,,101000010000
무화과 크레이프 너무 맛있어요!!,케이크,긍정,,001000000000
흑임자아포카토 아주 흑임자 그 잡채!!!! 무화과와 흑임자를 너무 좋아하는 제게 여기가 아주 딱이네요!!!! 빨리 안오면 웨이팅있어요!!,기타_디저트/혼잡도_웨이팅,긍정/부정,,000001000002
커피 맛있어요 빵도 종류도 많고 스콘이 맛났어용,커피_음료/베이커리_빵/쿠키_구움과자,긍정/긍정/긍정,,110100000000
커피 맛있고 리뉴얼 해서 매장도 깔끔하고 이뻐요 !,커피_음료/공간_편의시설/분위기_감성,긍정/긍정/긍정,,100000110000
주차공간이 꽉차서 옆옆건물 서울숲L타워에 주차함 시즌커피도 있고 커피에 대해 설명도 잘해주셔서 주문할 때 편했어요,커피_음료/공간_편의시설/서비스,긍정/부정/긍정,,100000201000
"저희집 빵순이가 너무 좋아하는 베이킹스튜디오에요 설연휴에도 영업하신다고 해서 다녀왔어요 빵을 안좋아하는 저도 먹게되는 곳이랍니다 더 자세한 리뷰는 인스타그램 4sik9.story 에서 확인하실 수 있어요 인스타 오셔서 맞팔도 하시고, 소통하며 함께해요",베이커리_빵,긍정,,010000000000
카페가 따뜻한 분위기라 좋아요!,분위기_감성,긍정,,000000010000
"콜드브루는 잡맛 없이 깔끔하고, 원두 본연의 향이 부드럽게 퍼져 마시는 내내 기분이 좋아집니다. 드립커피는 풍미와 깊이가 살아 있어 한 모금마다 다른 매력을 전해주고요. 로스팅이 잘 되어 있어 쓴맛이나 떫은맛 없이 균형 잡힌 맛을 즐길 수 있었습니다. 케이크도 종류가많아 눈이 즐겁고 치즈브라우니가 특히맛있었습니다.",커피_음료/케이크/쿠키_구움과자,긍정/긍정/긍정,,101100000000
인스타 보다가 우연히 근처에 있다는 걸 알게 돼서 찾아갔습니다!! 조각케이크 두 개 분량인데 8천원이라뇨... 케이크도 넘 예쁨 가볍게 축하할 일 생길 때 딱 먹기 좋은 것 같아요!! 맛도 너무 기대 이상이라 자주 찾게 될 것 같네요 바밤바 케이크 진짜 바밤바 맛나요 강추 함!!!,케이크/가격_가성비,긍정/긍정,,001000000100
