text,text_en
그런데 거기도 소금빵을 잘만드는 파티시에가 그만 두었을때 소금빵은 그야말로 축축 하면서 맛이 없었고 그렇게 맛있는 소금빵을 찾아 나섰지만 다 거기서 거기 였다,"However, when the pastry chef who was good at making salt bread quit, the salt bread was soggy and tasteless. I went looking for delicious salt bread, but it was all there."
시그니처라서 궁금해서 시켜봤는데 달달한에스프레소에 크레마라서 맛있어요.,"I ordered it because I was curious because it was a signature dish, and it was delicious because it had sweet espresso and crema."
커피너무맛있어요!!,The coffee is so delicious!!
빵나오는 시간 오전 9시 오후 12시30 오후 2시 오후 3시30 오후 5시 오후 6시30,"Bread serving time: 9:00 AM, 12:30 PM, 2:00 PM, 3:30 PM, 5:00 PM, 6:30 PM"
고소한 버터내음이 지나치기 힘들고 갓 구워나온 따뜻한 소금빵 한입 베어물면 그 자리에서 순삭이에요,"It's hard to miss the fragrant smell of butter, and when you take a bite of the freshly baked warm salt bread, you'll eat it right away."
4개나 들어있지만 맛있어서 한 봉지 뚝딱입니다.,"There are 4 of them, but they are so delicious that you can easily get a whole bag."
커피도 달달하고 맛있어서 완벽한 카페에요~,"The coffee is sweet and delicious, so it’s the perfect cafe."
평소 소금빵을 돈 주고 사먹어 본 적이 별로 없는데 자연도 소금빵은 평이 좋아 꼭 먹어보고 싶어 다녀왔습니다,"I've never paid for salt bread before, but Jayeondo's salt bread has good reviews so I really wanted to try it."
귀여운 교동이 생일 축하파티💙🩵 너무 좋았어요~,Cute Gyodong’s birthday celebration party💙🩵 I loved it~
"웨이팅을 할 정도의 존맛집이라고 생각은 안되는데, 가게 될 일이 생기고 줄이 짧다면 선물하거나 한 세트 사기엔 좋음","I don't think it's a good restaurant where you have to wait, but if you happen to go there and the line is short, it's a good place to give as a gift or buy a set."
음료도 상큼하고 맛있습니다,The drinks are refreshing and delicious too.
가야지 하다가 이제왔는데 제가 좋아하는 식감이라 저는 맛있게먹었어요!,"I was thinking about going, but now it's here and I enjoyed it because it's the texture I like!"
🥹 앉은 자리에서 혼자 4개 클리어 쌉가능입니다,🥹 It is possible to clear 4 items by yourself in one sitting.
야외공간도 넓고 해서 이벤트 같은 거 하기 좋아보였어요,"The outdoor space was large, so it seemed like a good place to hold an event."
"생긴지 얼마 안된거 같은데, 위치가 성수동과 서울숲 중간쯤에 위치해서 걷다가 긴급 카페인 땡겨서 들어가게 됐음.","I don't think it's been around for a while, but it's located about halfway between Seongsu-dong and Seoul Forest, so while I was walking, I was in the mood for an emergency cafe, so I went in there."
디저트는 거의 다 나가있어서 나오는 시간대 기다리다가 먹을 예정입니다 _,"Almost all of the desserts are sold out, so I'm planning to wait and eat them when they come out."
"제게 성수는 마음 먹고 오는 곳이기에 (거리적으로) 한 번 방문할 때 후회 없이 성수를 즐기고 오고 싶어 갈 곳을 알아보던 중, 우연히 구테로이테의 커피 오마카세를 알게 되었어요!","For me, Seongsu is a place I make up my mind to come to (distance-wise), so I wanted to enjoy Seongsu without regrets once I visit, so while I was looking for a place to go, I happened to come across Guteroite's Coffee Omakase!"
뚝섬역 최근에 자주오게 되는데 요즘 뚝섬역에서 간 카페중 가장 제 스타일이고 제 감성에 맞는 거 같아요!,"I've been coming to Ttukseom Station a lot lately, and out of all the cafes I've been to at Ttukseom Station these days, I think this one has my style and suits my sensibilities the most!"
음악좋고 분위기 핫해요!!,The music is good and the atmosphere is hot!!
"라떼는 우유와 에스프레소의 밸런스가 정말 잘 맞아서 고소하면서도 깔끔한 뒷맛이 인상적이었고, 레몬에이드는 상큼함 속에 은은한 허브향이 더해져 산뜻하게 즐기기 좋았어요.","The latte had a really good balance between milk and espresso, so it had an impressive savory yet clean aftertaste, and the lemonade was refreshing and had a subtle herbal scent, so it was nice to enjoy it refreshingly."
갈때마다 웨이팅이 있어서 그냥 갈까 하지만 그냥 갈 수 없는 맛🫶🏻✨,"Every time I go, there's a wait, so I think I'll just go, but it's so delicious that I can't just go there🫶🏻✨"
들어가서 마실려면 웨이팅 좀 있었어요!,There was a bit of a wait to get in and drink!
그대로네용 성수에서 산 친구는 점심쯔음가서 웨이팅 좀 했다던데 전 퇴근후 바로 가니까 웨이팅없이 바로 받았어요,"It's the same. My friend who lived in Seongsu said there was a wait because he went around lunchtime, but I went right after work, so I got it right away without a wait."
맨날 갈때마다 줄이 너무 길어서 포기했었는데 이 날은 줄이 별로 없어서 (저희 줄 서고 겁나 길어짐;;) 드디어 사먹어봤는데 역시 줄 서는 집은 맛집이어따👍,"Every time I go there, the line is so long that I gave up, but on this day, there wasn't much of a line (our line got really long;;), so I finally tried to buy it, and as expected, the restaurant where there is a line is a good restaurant👍"
⭐️ 케이크 종류도 많고 맛있어요,⭐️There are many types of cakes and they are delicious.
"친구 추천으로 온 건데, 분위기도 너무 좋고 특별한 시그니처 메뉴들이 많아서 좋아요!","I came here on a recommendation from a friend, and I like the atmosphere and the many special signature menu items!"
재방문의사 완전 높음!,The intention to revisit is very high!
날좋을때 한번가고 날 안좋을때 가면 안으로 들어가야 해서 답답해요,It's frustrating because I have to go once when the weather is good and then go inside when the weather is bad.
겉바속쫄🫨 커피는 오리지널말고 볶은쌀맛 먹었는데 부드럽고 고소해서 술술 잘 넘어갔어요… 볶은쌀맛 강추입니다,"Jjol on the outside🫨 I had the roasted rice flavored coffee instead of the original, and it was smooth and savory, so I drank it well... I highly recommend the roasted rice flavor."
성수동 나들이 중 이렇게 친절하신 분들 처음;; (그렇다고 다른곳이 불친절 하다는건 아니고요) 인테리어 정말 멋있고 자리도 널~찍해 좋았어요.,This is my first time seeing such kind people during my outing in Seongsu-dong;; (That doesn't mean other places are unfriendly.) The interior was really nice and the seating was spacious.
저는 성수동에서 이 집 커피랑 케익이 제일 맛있는 것 같아요!,I think the coffee and cake here are the best in Seongsu-dong!
(제 기준 하드 소금빵은 성북동이 일등!!),"(For my hard salt bread, Seongbuk-dong is the best!!)"
가족들과 나눠먹으려 여러개 샀고 12:30타임에 갔는데 9시타임꺼 남은 수량인지 받자마자 만져봤을때도 다 식어있었습니다.,"I bought several to share with my family and went at 12:30, but when I touched it as soon as I received it to see if there were any left for the 9:00 time, they were all cold."
이 정도 맛에 스페셜 메뉴에 디카페인까지 되다니 완전 강추입니다.,"With this level of flavor, a special menu, and even decaf, I highly recommend it."
종류별로 많이 시켜서 마시면 더 좋아요,It's better if you order a lot of different types and drink it.
다음에도 곁들여 먹으려구요!,I plan to eat it with it next time too!
깔끔하고 엄청 신경써서 준비해주신게 느껴지는 곳입니다,It's a clean place and you can feel that a lot of care was taken in preparing it.
원래 겉비속촉 크랙있는 소금빵 좋아하는데 여기꺼는 말랑말랑 부드러운 식감인데도 버터 풍미가 좋아서 맛있네요.,"I usually like salt bread with cracks on the outside and inside, but this one has a soft and soft texture but has a nice buttery flavor, so it's delicious."
르세라핌 팝업으로 다녀왔어요 공간도 넓고 깔쌈하고 좋았네요!,"I went to the Le Seraphim pop-up. The space was spacious, cozy, and nice!"
바람쐬러 을왕리 해수욕장 왔다가 인테리어가 너무 멋져서 들러봄!,I came to Eurwangni Beach to get some fresh air and stopped by because the interior was so cool!
진짜 진짜 버터동굴 미쳤고 바닥은 콰작해요 강추.,The butter cave is really crazy and the floor is very rocky. I highly recommend it.
줄이 어마무시 ..,The line is huge...
👍🏻 시그니처인 스테포스트 블랙 마셨는데 흑임자 라떼라서 달달하고 고소해서 너무 맛있었어요!!,"👍🏻 I drank the signature Stepost Black, and it was a black sesame latte, so it was sweet and savory, so it was delicious!!"
"최고 차 맛, 분위기, 인테리어, 음악까지 이렇게 완벽한 카페는 정말 오랜만이에요.","It's been a long time since I've seen a cafe this perfect, with the best tea taste, atmosphere, interior, and music."
공차 테이크아웃 해서 서울숲 산책하는 루틴 ..,Routine of taking out Gongcha and taking a walk in Seoul Forest...
군더더기없는 깔끔인테리어에 시원하고 넓어서 좋아요.,"I like that it's cool and spacious with a clean, no-frills interior."
에스프레소 및 커피 배리에이션 음료가 독특해서 커피쟁이에게는 만족스런 카페,A cafe that satisfies coffee lovers with unique espresso and coffee variations.
